Local Site Name,County,State,Material,Monthly Measurements,Yearly Measurement Average,Year,Month
Unionville,Tuscola,MN,AQI,26.22580645,41.52610287,2023,1
Unionville,Tuscola,MN,AQI,34.64285714,41.52610287,2023,2
Unionville,Tuscola,MN,AQI,40.66666667,41.52610287,2023,3
Unionville,Tuscola,MN,AQI,47.43333333,41.52610287,2023,4
Unionville,Tuscola,MN,AQI,50.61290323,41.52610287,2023,5
Unionville,Tuscola,MN,AQI,60.25,41.52610287,2023,6
Unionville,Tuscola,MN,AQI,46.65517241,41.52610287,2023,7
Unionville,Tuscola,MN,AQI,33.61290323,41.52610287,2023,8
Unionville,Tuscola,MN,AQI,34.48275862,41.52610287,2023,9
Unionville,Tuscola,MN,AQI,29.1,41.52610287,2023,10
Unionville,Tuscola,MN,AQI,28.1,41.52610287,2023,11
Unionville,Tuscola,MN,AQI,23.3,41.52610287,2023,12
Unionville,Tuscola,MN,AQI,27.12903226,38.88350821,2024,1
Unionville,Tuscola,MN,AQI,31.24137931,38.88350821,2024,2
Unionville,Tuscola,MN,AQI,35.93548387,38.88350821,2024,3
Unionville,Tuscola,MN,AQI,40.0,38.88350821,2024,4
Unionville,Tuscola,MN,AQI,45.35483871,38.88350821,2024,5
Unionville,Tuscola,MN,AQI,45.5,38.88350821,2024,6
Unionville,Tuscola,MN,AQI,40.96666667,38.88350821,2024,7
Unionville,Tuscola,MN,AQI,36.58064516,38.88350821,2024,8
Unionville,Tuscola,MN,AQI,40.3,38.88350821,2024,9
Unionville,Tuscola,MN,AQI,35.89655172,38.88350821,2024,10
Unionville,Tuscola,MN,AQI,27.90909091,38.88350821,2024,11
St. Croix Watershed Research Station,Washington,MN,AQI,34.5625,32.78924889,2020,3
St. Croix Watershed Research Station,Washington,MN,AQI,38.92857143,32.78924889,2020,4
St. Croix Watershed Research Station,Washington,MN,AQI,37.74193548,32.78924889,2020,5
St. Croix Watershed Research Station,Washington,MN,AQI,42.06896552,32.78924889,2020,6
St. Croix Watershed Research Station,Washington,MN,AQI,32.38709677,32.78924889,2020,7
St. Croix Watershed Research Station,Washington,MN,AQI,30.85714286,32.78924889,2020,8
St. Croix Watershed Research Station,Washington,MN,AQI,26.93333333,32.78924889,2020,9
St. Croix Watershed Research Station,Washington,MN,AQI,26.13333333,32.78924889,2020,10
St. Croix Watershed Research Station,Washington,MN,AQI,27.0,32.78924889,2020,11
St. Croix Watershed Research Station,Washington,MN,AQI,37.05263158,36.75502238,2021,3
St. Croix Watershed Research Station,Washington,MN,AQI,34.81481481,36.75502238,2021,4
St. Croix Watershed Research Station,Washington,MN,AQI,37.19354839,36.75502238,2021,5
St. Croix Watershed Research Station,Washington,MN,AQI,50.07407407,36.75502238,2021,6
St. Croix Watershed Research Station,Washington,MN,AQI,41.25806452,36.75502238,2021,7
St. Croix Watershed Research Station,Washington,MN,AQI,38.65517241,36.75502238,2021,8
St. Croix Watershed Research Station,Washington,MN,AQI,31.78571429,36.75502238,2021,9
St. Croix Watershed Research Station,Washington,MN,AQI,24.26666667,36.75502238,2021,10
St. Croix Watershed Research Station,Washington,MN,AQI,37.90322581,34.9382452,2022,3
St. Croix Watershed Research Station,Washington,MN,AQI,36.0,34.9382452,2022,4
St. Croix Watershed Research Station,Washington,MN,AQI,41.24,34.9382452,2022,5
St. Croix Watershed Research Station,Washington,MN,AQI,47.6,34.9382452,2022,6
St. Croix Watershed Research Station,Washington,MN,AQI,38.22580645,34.9382452,2022,7
St. Croix Watershed Research Station,Washington,MN,AQI,31.09677419,34.9382452,2022,8
St. Croix Watershed Research Station,Washington,MN,AQI,31.56666667,34.9382452,2022,9
St. Croix Watershed Research Station,Washington,MN,AQI,30.93103448,34.9382452,2022,10
Ann Arbor,Washtenaw,MN,AQI,22.93548387,41.52610287,2023,1
Ann Arbor,Washtenaw,MN,AQI,23.36666667,41.52610287,2023,12
Ann Arbor,Washtenaw,MN,AQI,24.46666667,38.88350821,2024,1
Allen Park,Wayne,MN,AQI,22.07142857,41.52610287,2023,1
Allen Park,Wayne,MN,AQI,29.17857143,41.52610287,2023,2
Allen Park,Wayne,MN,AQI,23.60714286,41.52610287,2023,11
Allen Park,Wayne,MN,AQI,16.5,41.52610287,2023,12
Allen Park,Wayne,MN,AQI,24.84615385,38.88350821,2024,1
Allen Park,Wayne,MN,AQI,28.5,38.88350821,2024,2
Allen Park,Wayne,MN,AQI,26.27272727,38.88350821,2024,11
Hoxeyville,Wexford,MN,AQI,27.96774194,41.52610287,2023,1
Hoxeyville,Wexford,MN,AQI,36.10714286,41.52610287,2023,2
Hoxeyville,Wexford,MN,AQI,41.8,41.52610287,2023,3
Hoxeyville,Wexford,MN,AQI,49.83333333,41.52610287,2023,4
Hoxeyville,Wexford,MN,AQI,51.61290323,41.52610287,2023,5
Hoxeyville,Wexford,MN,AQI,52.96551724,41.52610287,2023,6
Hoxeyville,Wexford,MN,AQI,43.70967742,41.52610287,2023,7
Hoxeyville,Wexford,MN,AQI,36.34615385,41.52610287,2023,8
Hoxeyville,Wexford,MN,AQI,36.16666667,41.52610287,2023,9
Hoxeyville,Wexford,MN,AQI,30.25,41.52610287,2023,10
Hoxeyville,Wexford,MN,AQI,29.53333333,41.52610287,2023,11
Hoxeyville,Wexford,MN,AQI,25.7,41.52610287,2023,12
Hoxeyville,Wexford,MN,AQI,28.25806452,38.88350821,2024,1
Hoxeyville,Wexford,MN,AQI,33.5862069,38.88350821,2024,2
Hoxeyville,Wexford,MN,AQI,38.58064516,38.88350821,2024,3
Hoxeyville,Wexford,MN,AQI,42.20689655,38.88350821,2024,4
Hoxeyville,Wexford,MN,AQI,45.4516129,38.88350821,2024,5
Hoxeyville,Wexford,MN,AQI,40.43333333,38.88350821,2024,6
Hoxeyville,Wexford,MN,AQI,36.8,38.88350821,2024,7
Hoxeyville,Wexford,MN,AQI,33.53571429,38.88350821,2024,8
Hoxeyville,Wexford,MN,AQI,39.17241379,38.88350821,2024,9
Hoxeyville,Wexford,MN,AQI,39.1,38.88350821,2024,10
Hoxeyville,Wexford,MN,AQI,28.27272727,38.88350821,2024,11
Great River Bluffs,Winona,MN,AQI,33.0,29.15343176,2020,1
Great River Bluffs,Winona,MN,AQI,25.33333333,29.15343176,2020,2
Great River Bluffs,Winona,MN,AQI,18.36363636,29.15343176,2020,3
Great River Bluffs,Winona,MN,AQI,24.0,29.15343176,2020,4
Great River Bluffs,Winona,MN,AQI,13.7,29.15343176,2020,5
Great River Bluffs,Winona,MN,AQI,22.4,29.15343176,2020,6
Great River Bluffs,Winona,MN,AQI,25.2,29.15343176,2020,7
Great River Bluffs,Winona,MN,AQI,26.81818182,29.15343176,2020,8
Great River Bluffs,Winona,MN,AQI,17.9,29.15343176,2020,9
Great River Bluffs,Winona,MN,AQI,23.2,29.15343176,2020,10
Great River Bluffs,Winona,MN,AQI,25.8,29.15343176,2020,11
Great River Bluffs,Winona,MN,AQI,32.6,29.15343176,2020,12
Great River Bluffs,Winona,MN,AQI,33.36363636,33.26314746,2021,1
Great River Bluffs,Winona,MN,AQI,33.88888889,33.26314746,2021,2
Great River Bluffs,Winona,MN,AQI,20.5,33.26314746,2021,3
Great River Bluffs,Winona,MN,AQI,20.3,33.26314746,2021,4
Great River Bluffs,Winona,MN,AQI,19.0,33.26314746,2021,5
Great River Bluffs,Winona,MN,AQI,22.6,33.26314746,2021,6
Great River Bluffs,Winona,MN,AQI,45.5,33.26314746,2021,7
Great River Bluffs,Winona,MN,AQI,35.9,33.26314746,2021,8
Great River Bluffs,Winona,MN,AQI,22.0,33.26314746,2021,9
Great River Bluffs,Winona,MN,AQI,22.8,33.26314746,2021,10
Great River Bluffs,Winona,MN,AQI,17.0,33.26314746,2021,11
Great River Bluffs,Winona,MN,AQI,38.25,33.26314746,2021,12
Great River Bluffs,Winona,MN,AQI,30.2,27.48709765,2022,1
Great River Bluffs,Winona,MN,AQI,32.66666667,27.48709765,2022,2
Great River Bluffs,Winona,MN,AQI,17.2,27.48709765,2022,3
Great River Bluffs,Winona,MN,AQI,18.5,27.48709765,2022,4
Great River Bluffs,Winona,MN,AQI,21.5,27.48709765,2022,5
Great River Bluffs,Winona,MN,AQI,22.6,27.48709765,2022,6
Great River Bluffs,Winona,MN,AQI,23.45454545,27.48709765,2022,7
Great River Bluffs,Winona,MN,AQI,25.7,27.48709765,2022,8
Great River Bluffs,Winona,MN,AQI,27.5,27.48709765,2022,9
Great River Bluffs,Winona,MN,AQI,29.6,27.48709765,2022,10
Great River Bluffs,Winona,MN,AQI,25.7,27.48709765,2022,11
Great River Bluffs,Winona,MN,AQI,31.09090909,27.48709765,2022,12
Great River Bluffs,Winona,MN,AQI,39.4,38.7890368,2023,1
Great River Bluffs,Winona,MN,AQI,31.11111111,38.7890368,2023,2
Great River Bluffs,Winona,MN,AQI,23.72727273,38.7890368,2023,3
Great River Bluffs,Winona,MN,AQI,23.1,38.7890368,2023,4
Great River Bluffs,Winona,MN,AQI,32.88888889,38.7890368,2023,5
Great River Bluffs,Winona,MN,AQI,70.0,38.7890368,2023,6
Great River Bluffs,Winona,MN,AQI,31.8,38.7890368,2023,7
Great River Bluffs,Winona,MN,AQI,38.36363636,38.7890368,2023,8
Great River Bluffs,Winona,MN,AQI,35.6,38.7890368,2023,9
Great River Bluffs,Winona,MN,AQI,18.3,38.7890368,2023,10
Great River Bluffs,Winona,MN,AQI,23.2,38.7890368,2023,11
Great River Bluffs,Winona,MN,AQI,31.66666667,38.7890368,2023,12
Great River Bluffs,Winona,MN,AQI,30.54545455,35.8479293,2024,1
Great River Bluffs,Winona,MN,AQI,21.88888889,35.8479293,2024,2
St. Michael Elementary School,Wright,MN,AQI,35.61290323,32.78924889,2020,1
St. Michael Elementary School,Wright,MN,AQI,34.51851852,32.78924889,2020,2
St. Michael Elementary School,Wright,MN,AQI,34.61290323,32.78924889,2020,3
St. Michael Elementary School,Wright,MN,AQI,27.83870968,32.78924889,2020,3
St. Michael Elementary School,Wright,MN,AQI,37.38461538,32.78924889,2020,4
St. Michael Elementary School,Wright,MN,AQI,29.43478261,32.78924889,2020,4
St. Michael Elementary School,Wright,MN,AQI,40.32258065,32.78924889,2020,5
St. Michael Elementary School,Wright,MN,AQI,21.70967742,32.78924889,2020,5
St. Michael Elementary School,Wright,MN,AQI,48.23333333,32.78924889,2020,6
St. Michael Elementary School,Wright,MN,AQI,27.56666667,32.78924889,2020,6
St. Michael Elementary School,Wright,MN,AQI,45.24,32.78924889,2020,7
St. Michael Elementary School,Wright,MN,AQI,31.32,32.78924889,2020,7
St. Michael Elementary School,Wright,MN,AQI,34.0,32.78924889,2020,8
St. Michael Elementary School,Wright,MN,AQI,33.67741935,32.78924889,2020,8
St. Michael Elementary School,Wright,MN,AQI,28.5,32.78924889,2020,9
St. Michael Elementary School,Wright,MN,AQI,30.0,32.78924889,2020,9
St. Michael Elementary School,Wright,MN,AQI,27.56666667,32.78924889,2020,10
St. Michael Elementary School,Wright,MN,AQI,34.21428571,32.78924889,2020,10
St. Michael Elementary School,Wright,MN,AQI,27.0,32.78924889,2020,11
St. Michael Elementary School,Wright,MN,AQI,38.93333333,32.78924889,2020,11
St. Michael Elementary School,Wright,MN,AQI,44.93548387,32.78924889,2020,12
St. Michael Elementary School,Wright,MN,AQI,49.90322581,36.75502238,2021,1
St. Michael Elementary School,Wright,MN,AQI,52.07142857,36.75502238,2021,2
St. Michael Elementary School,Wright,MN,AQI,36.5483871,36.75502238,2021,3
St. Michael Elementary School,Wright,MN,AQI,40.77419355,36.75502238,2021,3
St. Michael Elementary School,Wright,MN,AQI,36.8,36.75502238,2021,4
St. Michael Elementary School,Wright,MN,AQI,33.20689655,36.75502238,2021,4
St. Michael Elementary School,Wright,MN,AQI,42.48387097,36.75502238,2021,5
St. Michael Elementary School,Wright,MN,AQI,30.96774194,36.75502238,2021,5
St. Michael Elementary School,Wright,MN,AQI,57.83333333,36.75502238,2021,6
St. Michael Elementary School,Wright,MN,AQI,35.16666667,36.75502238,2021,6
St. Michael Elementary School,Wright,MN,AQI,51.19354839,36.75502238,2021,7
St. Michael Elementary School,Wright,MN,AQI,68.67741935,36.75502238,2021,7
St. Michael Elementary School,Wright,MN,AQI,42.96774194,36.75502238,2021,8
St. Michael Elementary School,Wright,MN,AQI,46.22580645,36.75502238,2021,8
St. Michael Elementary School,Wright,MN,AQI,38.43333333,36.75502238,2021,9
St. Michael Elementary School,Wright,MN,AQI,32.4,36.75502238,2021,9
St. Michael Elementary School,Wright,MN,AQI,28.34482759,36.75502238,2021,10
St. Michael Elementary School,Wright,MN,AQI,35.4516129,36.75502238,2021,10
St. Michael Elementary School,Wright,MN,AQI,30.4,36.75502238,2021,11
St. Michael Elementary School,Wright,MN,AQI,34.14285714,36.75502238,2021,12
St. Michael Elementary School,Wright,MN,AQI,37.19354839,34.9382452,2022,1
St. Michael Elementary School,Wright,MN,AQI,37.21428571,34.9382452,2022,2
St. Michael Elementary School,Wright,MN,AQI,38.83333333,34.9382452,2022,3
St. Michael Elementary School,Wright,MN,AQI,28.16129032,34.9382452,2022,3
St. Michael Elementary School,Wright,MN,AQI,37.86206897,34.9382452,2022,4
St. Michael Elementary School,Wright,MN,AQI,19.86666667,34.9382452,2022,4
St. Michael Elementary School,Wright,MN,AQI,44.29032258,34.9382452,2022,5
St. Michael Elementary School,Wright,MN,AQI,16.48387097,34.9382452,2022,5
St. Michael Elementary School,Wright,MN,AQI,49.62068966,34.9382452,2022,6
St. Michael Elementary School,Wright,MN,AQI,22.03333333,34.9382452,2022,6
St. Michael Elementary School,Wright,MN,AQI,40.29032258,34.9382452,2022,7
St. Michael Elementary School,Wright,MN,AQI,25.35,34.9382452,2022,7
St. Michael Elementary School,Wright,MN,AQI,36.16129032,34.9382452,2022,8
St. Michael Elementary School,Wright,MN,AQI,32.64516129,34.9382452,2022,8
St. Michael Elementary School,Wright,MN,AQI,34.44827586,34.9382452,2022,9
St. Michael Elementary School,Wright,MN,AQI,33.28333333,34.9382452,2022,9
St. Michael Elementary School,Wright,MN,AQI,32.93103448,34.9382452,2022,10
St. Michael Elementary School,Wright,MN,AQI,40.11538462,34.9382452,2022,10
St. Michael Elementary School,Wright,MN,AQI,38.65217391,34.9382452,2022,11
St. Michael Elementary School,Wright,MN,AQI,35.24137931,34.9382452,2022,12
St. Michael Elementary School,Wright,MN,AQI,45.30434783,38.7890368,2023,1
St. Michael Elementary School,Wright,MN,AQI,37.64285714,38.7890368,2023,2
St. Michael Elementary School,Wright,MN,AQI,35.5862069,38.7890368,2023,3
St. Michael Elementary School,Wright,MN,AQI,31.22222222,38.7890368,2023,4
St. Michael Elementary School,Wright,MN,AQI,44.0,38.7890368,2023,5
St. Michael Elementary School,Wright,MN,AQI,70.35,38.7890368,2023,6
St. Michael Elementary School,Wright,MN,AQI,47.74193548,38.7890368,2023,7
St. Michael Elementary School,Wright,MN,AQI,53.46774194,38.7890368,2023,8
St. Michael Elementary School,Wright,MN,AQI,48.73333333,38.7890368,2023,9
St. Michael Elementary School,Wright,MN,AQI,29.03225806,38.7890368,2023,10
St. Michael Elementary School,Wright,MN,AQI,32.95454545,38.7890368,2023,11
St. Michael Elementary School,Wright,MN,AQI,40.64516129,38.7890368,2023,12
St. Michael Elementary School,Wright,MN,AQI,46.03225806,35.8479293,2024,7
St. Michael Elementary School,Wright,MN,AQI,41.32258065,35.8479293,2024,8
St. Michael Elementary School,Wright,MN,AQI,38.93333333,35.8479293,2024,9
St. Michael Elementary School,Wright,MN,AQI,36.87096774,35.8479293,2024,10
St. Michael Elementary School,Wright,MN,AQI,31.75,35.8479293,2024,11
Anoka County Airport,Anoka,MN,CO,0.268,0.332245837,2020,1
Anoka County Airport,Anoka,MN,CO,0.296551724,0.332245837,2020,2
Anoka County Airport,Anoka,MN,CO,0.244827586,0.332245837,2020,3
Anoka County Airport,Anoka,MN,CO,0.276923077,0.332245837,2020,4
Anoka County Airport,Anoka,MN,CO,0.243333333,0.332245837,2020,5
Anoka County Airport,Anoka,MN,CO,0.222222222,0.332245837,2020,6
Anoka County Airport,Anoka,MN,CO,0.248387097,0.332245837,2020,7
Anoka County Airport,Anoka,MN,CO,0.25,0.332245837,2020,8
Anoka County Airport,Anoka,MN,CO,0.273333333,0.332245837,2020,9
Anoka County Airport,Anoka,MN,CO,0.277419355,0.332245837,2020,10
Anoka County Airport,Anoka,MN,CO,0.310714286,0.332245837,2020,11
Anoka County Airport,Anoka,MN,CO,0.283333333,0.332245837,2020,12
Anoka County Airport,Anoka,MN,CO,0.220689655,0.383427086,2021,1
Anoka County Airport,Anoka,MN,CO,0.271428571,0.383427086,2021,2
Anoka County Airport,Anoka,MN,CO,0.217241379,0.383427086,2021,3
Anoka County Airport,Anoka,MN,CO,0.216666667,0.383427086,2021,4
Anoka County Airport,Anoka,MN,CO,0.120689655,0.383427086,2021,5
Anoka County Airport,Anoka,MN,CO,0.144827586,0.383427086,2021,6
Anoka County Airport,Anoka,MN,CO,0.422222222,0.383427086,2021,7
Anoka County Airport,Anoka,MN,CO,0.24,0.383427086,2021,8
Anoka County Airport,Anoka,MN,CO,0.215,0.383427086,2021,9
Anoka County Airport,Anoka,MN,CO,0.245454545,0.383427086,2021,10
Anoka County Airport,Anoka,MN,CO,0.333333333,0.383427086,2021,11
Anoka County Airport,Anoka,MN,CO,0.273333333,0.383427086,2021,12
Anoka County Airport,Anoka,MN,CO,0.3,0.341119805,2022,1
Anoka County Airport,Anoka,MN,CO,0.225,0.341119805,2022,2
Anoka County Airport,Anoka,MN,CO,0.203448276,0.341119805,2022,3
Anoka County Airport,Anoka,MN,CO,0.143333333,0.341119805,2022,4
Anoka County Airport,Anoka,MN,CO,0.162068966,0.341119805,2022,5
Anoka County Airport,Anoka,MN,CO,0.128571429,0.341119805,2022,6
Anoka County Airport,Anoka,MN,CO,0.158823529,0.341119805,2022,7
Anoka County Airport,Anoka,MN,CO,0.15483871,0.341119805,2022,8
Anoka County Airport,Anoka,MN,CO,0.216666667,0.341119805,2022,9
Anoka County Airport,Anoka,MN,CO,0.288235294,0.341119805,2022,10
Anoka County Airport,Anoka,MN,CO,0.293333333,0.341119805,2022,11
Anoka County Airport,Anoka,MN,CO,0.210714286,0.341119805,2022,12
Anoka County Airport,Anoka,MN,CO,0.216666667,0.422405722,2023,1
Anoka County Airport,Anoka,MN,CO,0.269230769,0.422405722,2023,2
Anoka County Airport,Anoka,MN,CO,0.193333333,0.422405722,2023,3
Anoka County Airport,Anoka,MN,CO,0.147826087,0.422405722,2023,4
Anoka County Airport,Anoka,MN,CO,0.17826087,0.422405722,2023,5
Anoka County Airport,Anoka,MN,CO,0.333333333,0.422405722,2023,6
Anoka County Airport,Anoka,MN,CO,0.192,0.422405722,2023,7
Anoka County Airport,Anoka,MN,CO,0.2375,0.422405722,2023,8
Anoka County Airport,Anoka,MN,CO,0.193333333,0.422405722,2023,9
Anoka County Airport,Anoka,MN,CO,0.219354839,0.422405722,2023,10
Anoka County Airport,Anoka,MN,CO,0.31,0.422405722,2023,11
Anoka County Airport,Anoka,MN,CO,0.335294118,0.422405722,2023,12
Anoka County Airport,Anoka,MN,CO,0.228571429,0.345684808,2024,1
Anoka County Airport,Anoka,MN,CO,0.323076923,0.345684808,2024,2
Anoka County Airport,Anoka,MN,CO,0.169230769,0.345684808,2024,3
Anoka County Airport,Anoka,MN,NO2,17.65357143,14.21229775,2020,1
Anoka County Airport,Anoka,MN,NO2,23.05769231,14.21229775,2020,2
Anoka County Airport,Anoka,MN,NO2,12.69230769,14.21229775,2020,3
Anoka County Airport,Anoka,MN,NO2,14.00909091,14.21229775,2020,4
Anoka County Airport,Anoka,MN,NO2,8.27037037,14.21229775,2020,5
Anoka County Airport,Anoka,MN,NO2,10.09375,14.21229775,2020,6
Anoka County Airport,Anoka,MN,NO2,10.5,14.21229775,2020,7
Anoka County Airport,Anoka,MN,NO2,11.73571429,14.21229775,2020,8
Anoka County Airport,Anoka,MN,NO2,11.644,14.21229775,2020,9
Anoka County Airport,Anoka,MN,NO2,15.25862069,14.21229775,2020,10
Anoka County Airport,Anoka,MN,NO2,16.83333333,14.21229775,2020,11
Anoka County Airport,Anoka,MN,NO2,18.24444444,15.69329103,2021,1
Anoka County Airport,Anoka,MN,NO2,24.15652174,15.69329103,2021,2
Anoka County Airport,Anoka,MN,NO2,17.61851852,15.69329103,2021,3
Anoka County Airport,Anoka,MN,NO2,13.82307692,15.69329103,2021,4
Anoka County Airport,Anoka,MN,NO2,9.983333333,15.69329103,2021,5
Anoka County Airport,Anoka,MN,NO2,13.36382979,15.69329103,2021,6
Anoka County Airport,Anoka,MN,NO2,16.4745098,15.69329103,2021,7
Anoka County Airport,Anoka,MN,NO2,13.46964286,15.69329103,2021,8
Anoka County Airport,Anoka,MN,NO2,14.17391304,15.69329103,2021,9
Anoka County Airport,Anoka,MN,NO2,10.19767442,15.69329103,2021,10
Anoka County Airport,Anoka,MN,NO2,19.954,15.69329103,2021,11
Anoka County Airport,Anoka,MN,NO2,18.12115385,15.69329103,2021,12
Anoka County Airport,Anoka,MN,NO2,22.2173913,14.92590197,2022,1
Anoka County Airport,Anoka,MN,NO2,22.16086957,14.92590197,2022,2
Anoka County Airport,Anoka,MN,NO2,17.95185185,14.92590197,2022,3
Anoka County Airport,Anoka,MN,NO2,9.674074074,14.92590197,2022,4
Anoka County Airport,Anoka,MN,NO2,9.981481481,14.92590197,2022,5
Anoka County Airport,Anoka,MN,NO2,12.995,14.92590197,2022,6
Anoka County Airport,Anoka,MN,NO2,13.45,14.92590197,2022,7
Anoka County Airport,Anoka,MN,NO2,11.88148148,14.92590197,2022,8
Anoka County Airport,Anoka,MN,NO2,11.20740741,14.92590197,2022,9
Anoka County Airport,Anoka,MN,NO2,16.92142857,14.92590197,2022,10
Anoka County Airport,Anoka,MN,NO2,14.296,14.92590197,2022,11
Anoka County Airport,Anoka,MN,NO2,16.57037037,14.92590197,2022,12
Anoka County Airport,Anoka,MN,NO2,19.60384615,15.31494804,2023,1
Anoka County Airport,Anoka,MN,NO2,27.912,15.31494804,2023,2
Anoka County Airport,Anoka,MN,NO2,16.58275862,15.31494804,2023,3
Anoka County Airport,Anoka,MN,NO2,10.97857143,15.31494804,2023,4
Anoka County Airport,Anoka,MN,NO2,10.77719298,15.31494804,2023,5
Anoka County Airport,Anoka,MN,NO2,11.75111111,15.31494804,2023,6
Anoka County Airport,Anoka,MN,NO2,13.82692308,15.31494804,2023,7
Anoka County Airport,Anoka,MN,NO2,11.0245283,15.31494804,2023,8
Anoka County Airport,Anoka,MN,NO2,7.855555556,15.31494804,2023,9
Anoka County Airport,Anoka,MN,NO2,10.31428571,15.31494804,2023,10
Anoka County Airport,Anoka,MN,NO2,18.52222222,15.31494804,2023,11
Anoka County Airport,Anoka,MN,NO2,17.81851852,15.31494804,2023,12
Anoka County Airport,Anoka,MN,NO2,12.74444444,13.62825322,2024,1
Anoka County Airport,Anoka,MN,NO2,20.5,13.62825322,2024,2
Anoka County Airport,Anoka,MN,NO2,12.45185185,13.62825322,2024,3
Anoka County Airport,Anoka,MN,NO2,10.6875,13.62825322,2024,4
Anoka County Airport,Anoka,MN,NO2,10.54642857,13.62825322,2024,5
Anoka County Airport,Anoka,MN,NO2,9.286956522,13.62825322,2024,6
Near Road I-35/I-94,Hennepin,MN,NO2,26.73846154,14.21229775,2020,1
Near Road I-35/I-94,Hennepin,MN,NO2,31.812,14.21229775,2020,2
Near Road I-35/I-94,Hennepin,MN,NO2,25.23448276,14.21229775,2020,3
Near Road I-35/I-94,Hennepin,MN,NO2,23.93181818,14.21229775,2020,4
Near Road I-35/I-94,Hennepin,MN,NO2,16.09655172,14.21229775,2020,5
Near Road I-35/I-94,Hennepin,MN,NO2,17.38846154,14.21229775,2020,6
Near Road I-35/I-94,Hennepin,MN,NO2,18.81666667,14.21229775,2020,7
Near Road I-35/I-94,Hennepin,MN,NO2,15.94090909,14.21229775,2020,8
Near Road I-35/I-94,Hennepin,MN,NO2,17.07142857,14.21229775,2020,9
Near Road I-35/I-94,Hennepin,MN,NO2,19.45714286,14.21229775,2020,10
Near Road I-35/I-94,Hennepin,MN,NO2,23.1,14.21229775,2020,11
Near Road I-35/I-94,Hennepin,MN,NO2,23.86190476,14.21229775,2020,12
Near Road I-35/I-94,Hennepin,MN,NO2,23.8,15.69329103,2021,1
Near Road I-35/I-94,Hennepin,MN,NO2,20.64,15.69329103,2021,2
Near Road I-35/I-94,Hennepin,MN,NO2,21.91666667,15.69329103,2021,4
Near Road I-35/I-94,Hennepin,MN,NO2,17.71071429,15.69329103,2021,5
Near Road I-35/I-94,Hennepin,MN,NO2,16.17083333,15.69329103,2021,6
Near Road I-35/I-94,Hennepin,MN,NO2,17.67894737,15.69329103,2021,7
Near Road I-35/I-94,Hennepin,MN,NO2,21.77142857,15.69329103,2021,8
Near Road I-35/I-94,Hennepin,MN,NO2,21.57692308,15.69329103,2021,9
Near Road I-35/I-94,Hennepin,MN,NO2,21.79259259,15.69329103,2021,10
Near Road I-35/I-94,Hennepin,MN,NO2,26.57142857,15.69329103,2021,11
Near Road I-35/I-94,Hennepin,MN,NO2,27.49565217,15.69329103,2021,12
Near Road I-35/I-94,Hennepin,MN,NO2,28.24736842,14.92590197,2022,1
Near Road I-35/I-94,Hennepin,MN,NO2,28.216,14.92590197,2022,2
Near Road I-35/I-94,Hennepin,MN,NO2,28.13214286,14.92590197,2022,3
Near Road I-35/I-94,Hennepin,MN,NO2,17.91666667,14.92590197,2022,4
Near Road I-35/I-94,Hennepin,MN,NO2,19.05714286,14.92590197,2022,5
Near Road I-35/I-94,Hennepin,MN,NO2,19.776,14.92590197,2022,6
Near Road I-35/I-94,Hennepin,MN,NO2,17.69285714,14.92590197,2022,7
Near Road I-35/I-94,Hennepin,MN,NO2,16.87307692,14.92590197,2022,8
Near Road I-35/I-94,Hennepin,MN,NO2,17.956,14.92590197,2022,9
Near Road I-35/I-94,Hennepin,MN,NO2,24.12222222,14.92590197,2022,10
Near Road I-35/I-94,Hennepin,MN,NO2,20.81538462,14.92590197,2022,11
Near Road I-35/I-94,Hennepin,MN,NO2,22.50454545,14.92590197,2022,12
Near Road I-35/I-94,Hennepin,MN,NO2,22.83636364,15.31494804,2023,1
Near Road I-35/I-94,Hennepin,MN,NO2,34.30434783,15.31494804,2023,2
Near Road I-35/I-94,Hennepin,MN,NO2,25.268,15.31494804,2023,3
Near Road I-35/I-94,Hennepin,MN,NO2,22.76296296,15.31494804,2023,4
Near Road I-35/I-94,Hennepin,MN,NO2,20.43846154,15.31494804,2023,5
Near Road I-35/I-94,Hennepin,MN,NO2,20.688,15.31494804,2023,6
Near Road I-35/I-94,Hennepin,MN,NO2,19.412,15.31494804,2023,7
Near Road I-35/I-94,Hennepin,MN,NO2,17.15416667,15.31494804,2023,8
Near Road I-35/I-94,Hennepin,MN,NO2,15.48928571,15.31494804,2023,9
Near Road I-35/I-94,Hennepin,MN,NO2,18.89655172,15.31494804,2023,10
Near Road I-35/I-94,Hennepin,MN,NO2,24.20434783,15.31494804,2023,11
Near Road I-35/I-94,Hennepin,MN,NO2,19.94347826,15.31494804,2023,12
Near Road I-35/I-94,Hennepin,MN,NO2,18.14285714,13.62825322,2024,1
Near Road I-35/I-94,Hennepin,MN,NO2,25.52,13.62825322,2024,2
Near Road I-35/I-94,Hennepin,MN,NO2,19.7,13.62825322,2024,3
Near Road I-35/I-94,Hennepin,MN,NO2,18.608,13.62825322,2024,4
Near Road I-35/I-94,Hennepin,MN,NO2,18.67857143,13.62825322,2024,5
Near Road I-35/I-94,Hennepin,MN,NO2,16.35,13.62825322,2024,6
Virginia City Hall,Saint Louis,MN,NO2,20.46296296,14.21229775,2020,2
